ID,smiles,method,method_label,init_mode,seed,rank,p_sweet_reencoded,pred_logsw_reencoded,d_ood_reencoded,final_score,sweet_gate_pass,pred_logsw_pass,ood_pass,pre_docking_goldlike,vina_kcal_mol,real_vina_supported,gold_real_vina
C_seed2029_final_top6,COC(=O)C(Cc1ccccc1)N1CCN(C(C)=O)C1(C)c1ccccc1,C,LLM-initialized GA,group_c_llm,2029,6,0.991603672504425,2.8870091438293457,5.671026706695557,3.3828110694885254,True,True,True,True,-6.35,False,False
C_seed2029_final_top7,CCCCC(C=O)N(C(=O)CCC(=O)O)C(Cc1ccccc1)C(=O)OC,C,LLM-initialized GA,group_c_llm,2029,7,0.9999854564666748,2.814127445220948,5.066399574279785,3.314120292663574,True,True,True,True,-6.898,True,True
C_seed2029_final_top8,COC(=O)C(Cc1ccccc1)N(CCC(C)c1ccccc1)C(=O)CCC(=O)O,C,LLM-initialized GA,group_c_llm,2029,8,0.9999219179153442,2.783508062362671,6.761404514312744,3.223468961715698,True,True,True,True,-7.965,True,True
C_seed2029_final_top9,COC(=O)C1(Cc2ccccc2)NC(=O)C(CC(=O)O)N1C(=O)C(N)CC(=O)O,C,LLM-initialized GA,group_c_llm,2029,9,0.9999792575836182,2.7140145301818848,5.4763617515563965,3.2140040397644043,True,True,True,True,-7.213,True,True
C_seed2029_final_top10,COC(=O)CC(c1ccccc1)c1c(N)n(C)c(=O)n(CCc2ccc(F)cc2)c1=O,C,LLM-initialized GA,group_c_llm,2029,10,0.96060049533844,2.678948402404785,6.538397789001465,3.1592485904693604,True,True,True,True,-8.255,True,True
C_seed2030_final_top1,COC(=O)C(Cc1ccccc1)N(CCc1ccccc1)C(=O)CCC(=O)O,C,LLM-initialized GA,group_c_llm,2030,1,0.9999513626098632,3.139059543609619,5.508672714233398,3.639035224914551,True,True,True,True,-8.073,True,True
C_seed2030_final_top2,COC(=O)C12NC(=O)C3C(C(=O)O)N(C(=O)N31)C2c1ccccc1,C,LLM-initialized GA,group_c_llm,2030,2,0.9990434050559998,3.114098072052002,5.1639404296875,3.613619804382324,True,True,True,True,-7.957,True,True
C_seed2030_final_top3,COC(=O)C(Cc1ccccc1)(NC(=O)CCC(=O)O)N1CC(C=O)CC1=O,C,LLM-initialized GA,group_c_llm,2030,3,0.9999704360961914,3.0550432205200195,5.7514472007751465,3.5550284385681152,True,True,True,True,-7.369,True,True
C_seed2030_final_top4,CCCCC(C=O)N(C(=O)CCC(=O)O)C(Cc1ccccc1)C(=O)OC,C,LLM-initialized GA,group_c_llm,2030,4,0.9999831914901732,2.986061811447144,5.4668145179748535,3.486053466796875,True,True,True,True,-6.898,True,True
C_seed2030_final_top5,COC(=O)C(Cc1ccccc1)N(CCC(C)(C)C)C(=O)CCC(=O)O,C,LLM-initialized GA,group_c_llm,2030,5,0.9999327659606934,2.981829643249512,5.917802810668945,3.4817960262298584,True,True,True,True,-7.156,True,True
C_seed2030_final_top6,CCCCC(c1ccccc1)N(C(=O)CCC(=O)O)C(Cc1ccccc1)C(=O)OC,C,LLM-initialized GA,group_c_llm,2030,6,0.9999167919158936,2.966766834259033,5.663837909698486,3.406725349426269,True,True,True,True,-7.549,True,True
C_seed2030_final_top7,COC(=O)C(Cc1ccccc1)N(CC(Cc1ccccc1)c1ccccc1)C(=O)CCC(=O)O,C,LLM-initialized GA,group_c_llm,2030,7,0.9993830919265748,2.762263059616089,6.599329471588135,3.2019545459747314,True,True,True,True,-7.82,True,True
C_seed2030_final_top8,COC(=O)C1C(c2ccccc2)c2c(NC(=O)c3ccc(OC)cc3)n(C)c(=O)n1c2=O,C,LLM-initialized GA,group_c_llm,2030,8,0.9590612053871156,2.751430034637451,6.743940830230713,3.2309606075286865,True,True,True,True,-8.529,True,True
C_seed2030_final_top9,COC(=O)C1(Cc2ccccc2)NC(=O)C(CC(=O)O)N1C(=O)C(N)CC(=O)O,C,LLM-initialized GA,group_c_llm,2030,9,0.9999791383743286,2.7233006954193115,4.860604763031006,3.223290205001831,True,True,True,True,-7.213,True,True
C_seed2030_final_top10,COC(=O)CCc1ccc(OC(=O)C2CCCN2C(=O)CCC(=O)O)cc1,C,LLM-initialized GA,group_c_llm,2030,10,0.9999465942382812,2.6854569911956787,5.416647911071777,3.18543028831482,True,True,True,True,-7.245,True,True
D_seed2026_final_top1,COC(=O)C(Cc1ccccc1)CN(CCc1ccccc1)C(=O)c1ccccc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2026,1,0.9993896484375,3.1589372158050537,6.1431379318237305,3.598632040023804,True,True,True,True,-7.659,True,True
D_seed2026_final_top2,COC(=O)CC(CC(=O)N1CCN2c3ccc(cc3)C12C)c1ccccc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2026,2,0.2276962101459503,3.1403844356536865,5.9043498039245605,2.796389579772949,False,True,True,False,-8.208,True,False
D_seed2026_final_top3,COC(=O)C12NC(=O)C3C(C(=O)O)N(C(=O)N31)C2c1ccccc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2026,3,0.9990434050559998,3.114097595214844,5.1639404296875,3.613619327545166,True,True,True,True,-7.957,True,True
D_seed2026_final_top4,COC(=O)C(Cc1ccccc1)(NC(=O)CCC(=O)O)N1CC(C=O)CC1=O,D,Reflection-guided LLM GA,group_d_llm_iterative,2026,4,0.9999704360961914,3.0550432205200195,5.751447677612305,3.5550284385681152,True,True,True,True,-7.369,True,True
D_seed2026_final_top5,COC(=O)C(Cc1ccccc1)=C(c1cccnc1)N1c2ccc(cc2)S1(=O)=O,D,Reflection-guided LLM GA,group_d_llm_iterative,2026,5,0.9988381266593932,2.9333417415618896,5.990897178649902,3.432760715484619,True,True,True,True,-7.055,True,True
D_seed2026_final_top6,COC(=O)C1(Cc2ccccc2)N(C(=O)Cc2ccccc2)n2c(=O)n1c1ccc(Cl)cc12,D,Reflection-guided LLM GA,group_d_llm_iterative,2026,6,0.9668967723846436,2.924802303314209,6.172907829284668,3.4082508087158203,True,True,True,True,-9.126,True,True
D_seed2026_final_top7,COC(=O)C1(Cc2ccccc2)NC(=O)C2C(C(=O)O)C1(C)NC(=O)N2C,D,Reflection-guided LLM GA,group_d_llm_iterative,2026,7,0.981282353401184,2.8609392642974854,6.126560211181641,3.3515803813934326,True,True,True,True,-6.794,False,False
D_seed2026_final_top8,CCCCC(C=O)c1cccnc1C(=O)N1CCC(C)CC1,D,Reflection-guided LLM GA,group_d_llm_iterative,2026,8,0.9996583461761476,2.784740686416626,6.027651786804199,3.28456974029541,True,True,True,True,-6.899,True,True
D_seed2026_final_top9,CCCCCC(=O)N(C(Cc1ccccc1)C(=O)OC)C(C)C(C)(C)C,D,Reflection-guided LLM GA,group_d_llm_iterative,2026,9,0.9988584518432616,2.7272956371307373,6.524167060852051,3.166724863052368,True,True,True,True,-7.013,True,True
D_seed2026_final_top10,CC(C)(C)OC(=O)N1CC2C3CC1C(=O)N(C3)C2c1ccccc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2026,10,0.0059321485459804,2.705292224884033,6.613399505615234,2.073004007339477,False,True,True,False,-7.567,True,False
D_seed2027_final_top1,COC(=O)C1(Cc2ccccc2)C2=NCc3cccnc3N2C(=O)N1c1ccc(C#N)cc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2027,1,0.6877800226211548,3.2019031047821045,6.48830509185791,3.456017017364502,False,True,True,False,-8.625,True,False
D_seed2027_final_top2,COC(=O)C1(Cc2ccccc2)CNC(=O)N1c1ccc2nc(-c3cccnc3)[nH]c2c1,D,Reflection-guided LLM GA,group_d_llm_iterative,2027,2,0.9495543241500854,3.006704568862915,6.567187309265137,3.4814817905426025,True,True,True,True,-8.27,True,True
D_seed2027_final_top3,COC(=O)C(=CC=C(C=c1c2c3ccccc3n1CNN=2)OC)Cc1ccccc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2027,3,0.9950851798057556,2.98579740524292,6.184932231903076,3.48334002494812,True,True,True,True,-8.779,True,True
D_seed2027_final_top4,COC(C)=CC=CC(C)(C(N)=O)C(=NN1CN=C(C)C=C1C)Nc1ccccc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2027,4,0.062644138932228,2.97245717048645,6.750151634216309,2.3538944149017333,False,True,True,False,-8.101,True,False
D_seed2027_final_top5,CC=C1C2=NNC(=O)C(CCCC)C2(C)C(=O)N(C(C)C)C1c1ccco1,D,Reflection-guided LLM GA,group_d_llm_iterative,2027,5,0.0028296918608248,2.917797565460205,6.933585166931152,2.221476020812988,False,True,True,False,-7.03,True,False
D_seed2027_final_top6,Cc1cc2c(s1)N1C(c3ccc(-n4cccc4)cc3)N(CC1(C)C)C2=O,D,Reflection-guided LLM GA,group_d_llm_iterative,2027,6,0.182627186179161,2.914658069610596,7.410090446472168,2.3541682720184327,False,True,False,False,-8.084,True,False
D_seed2027_final_top7,COC(=O)C1=C(C)N2c3ccccc3C1c1cc(C(C)(C)C)cc(C)c12,D,Reflection-guided LLM GA,group_d_llm_iterative,2027,7,0.0015215020393952,2.6957178115844727,5.884375095367432,1.907695865631104,False,True,True,False,-8.105,True,False
D_seed2027_final_top8,COC(=O)CC(c1ccccc1)c1cc(C(C)(C)C)cc2c1CCNC2,D,Reflection-guided LLM GA,group_d_llm_iterative,2027,8,0.010601389221847,2.6615021228790283,6.626524448394775,1.9752840423583984,False,True,True,False,-7.873,True,False
D_seed2027_final_top9,CNC(=O)N1CCN(C)c2c1cccc2N1C(=O)C2CCCCC2C1=O,D,Reflection-guided LLM GA,group_d_llm_iterative,2027,9,0.3835339248180389,2.5722692012786865,5.912134170532227,2.430863380432129,False,False,True,False,-8.609,True,False
D_seed2027_final_top10,CCC(C)Oc1ccc(C(CC(=O)OC)S(=O)(=O)c2ccccc2)cc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2027,10,0.99313086271286,2.5456531047821045,5.821254730224609,2.982218446731568,True,False,True,False,-7.345,True,False
D_seed2028_final_top1,O=CCCC12CC3C(c4ccccc4C=O)=C1SCN1C(=O)N3CC12,D,Reflection-guided LLM GA,group_d_llm_iterative,2028,1,0.0008415032643824,3.252854585647583,6.428180694580078,2.6139485836029053,False,True,True,False,-7.341,True,False
D_seed2028_final_top2,CNC(=O)NC(C)c1cnn(-c2ccc3nc(C)sc3c2)c1,D,Reflection-guided LLM GA,group_d_llm_iterative,2028,2,0.0227055065333843,3.1427221298217773,6.571897983551025,2.5322391986846924,False,True,True,False,-7.712,True,False
D_seed2028_final_top3,CN1C(=O)N2CCC1(CCC=O)CC2Cc1cc(I)ccc1C=O,D,Reflection-guided LLM GA,group_d_llm_iterative,2028,3,0.0315666571259498,3.1175777912139893,6.876120567321777,2.5186142921447754,False,True,True,False,-7.141,True,False
D_seed2028_final_top4,CCCCC(C=O)N(C(=O)OC(C)(C)C)c1ccc(C#N)cc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2028,4,0.537192702293396,3.045814514160156,5.749212741851807,3.0441650772094726,False,True,True,False,-6.53,False,False
D_seed2028_final_top5,CCNC(=O)NCSC=NN=Cc1ccc(-n2cccn2)cc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2028,5,0.2956258952617645,3.04305100440979,6.531477928161621,2.7873644828796387,False,True,True,False,-7.077,True,False
D_seed2028_final_top6,CCNC(=O)N1CC(C(N)=O)(n2cccn2)C2=NN(C)C(=O)C21,D,Reflection-guided LLM GA,group_d_llm_iterative,2028,6,0.0433800444006919,3.01801872253418,6.417473793029785,2.434412956237793,False,True,True,False,-7.818,True,False
D_seed2028_final_top7,CCN1CC(C(=O)NC)(n2cccn2)CNC1=O,D,Reflection-guided LLM GA,group_d_llm_iterative,2028,7,0.8782066702842712,2.935235023498535,6.488016605377197,3.374338388442993,True,True,True,True,-6.473,False,False
D_seed2028_final_top8,CC(=NOC(=O)c1ccccc1CC=O)C(C)(C)C,D,Reflection-guided LLM GA,group_d_llm_iterative,2028,8,0.9825663566589355,2.860447645187378,6.025362491607666,3.3517308235168457,True,True,True,True,-6.758,False,False
D_seed2028_final_top9,CCC1CNC(=O)N(C(Cc2ccccc2)C(=O)OC)C1c1ccccc1OC,D,Reflection-guided LLM GA,group_d_llm_iterative,2028,9,0.9997990727424622,2.821519613265991,6.125093460083008,3.2614192390441894,True,True,True,True,-7.688,True,True
D_seed2028_final_top10,CCNC(=O)N1c2nc(cs2)-c2ccc(-n3cccn3)cc21,D,Reflection-guided LLM GA,group_d_llm_iterative,2028,10,0.2015699595212936,2.813674211502075,6.66140604019165,2.4357151985168457,False,True,True,False,-8.366,True,False
D_seed2029_final_top1,CC1NC(=O)N(C)C(=O)C1c1ccccc1C(=O)NOCc1nc2ccccc2s1,D,Reflection-guided LLM GA,group_d_llm_iterative,2029,1,0.2780424356460571,3.442322254180908,7.072064399719238,3.1637773513793945,False,True,True,False,-8.526,True,False
D_seed2029_final_top2,CCC1CC2(C=O)N3CSC2(C(C)C3=O)C1N1CCOCC1,D,Reflection-guided LLM GA,group_d_llm_iterative,2029,2,0.8236228823661804,3.1896867752075195,6.676541805267334,3.6014981269836426,True,True,True,True,-6.637,False,False
D_seed2029_final_top3,CNC(=O)NC(C)c1cnn(-c2ccc3nc(C)sc3c2)c1,D,Reflection-guided LLM GA,group_d_llm_iterative,2029,3,0.491135835647583,3.068678855895996,6.543765068054199,3.067155361175537,False,True,True,False,-7.712,True,False
D_seed2029_final_top4,CC1N2CC3N4C(=O)C(=O)N5C(=O)CCC16C31SCC(N1C2=O)C546,D,Reflection-guided LLM GA,group_d_llm_iterative,2029,4,0.8956556916236877,3.0623204708099365,6.237760066986084,3.490148286819458,True,True,True,True,-8.763,True,True
D_seed2029_final_top5,CCCCC(C=O)N(C(=O)OC(C)(C)C)c1cccc(C(=O)N(C)C)c1,D,Reflection-guided LLM GA,group_d_llm_iterative,2029,5,0.9507642388343812,3.001992702484131,6.011157035827637,3.417374792098999,True,True,True,True,-6.947,True,True
D_seed2029_final_top6,CC(C)(C)OC(=O)NC1C2(C)CCC1(C=O)N(C(=O)OC(C)(C)C)C2,D,Reflection-guided LLM GA,group_d_llm_iterative,2029,6,0.551594614982605,2.986917018890381,6.725653171539307,3.0639901161193848,False,True,True,False,-6.624,False,False
D_seed2029_final_top7,CSCNC(=O)NC(C)c1cnn(-c2ccc3nc(C)sc3c2)c1,D,Reflection-guided LLM GA,group_d_llm_iterative,2029,7,0.0189878549426794,2.9699981212615967,7.1479034423828125,2.354682207107544,False,True,True,False,-7.225,True,False
D_seed2029_final_top8,CC1(C)C(=O)Nc2c1c(F)cc1c2C23C=NN1C(=O)C2(C)CNC(=O)N3,D,Reflection-guided LLM GA,group_d_llm_iterative,2029,8,0.0029927575960755,2.903616428375244,7.160254001617432,2.2675068378448486,False,True,True,False,-9.424,True,False
D_seed2029_final_top9,CN1C(=O)N(CCC#N)C23CN4C(=O)C(C)(c5c(F)ccc2c54)C13,D,Reflection-guided LLM GA,group_d_llm_iterative,2029,9,0.0013360510347411,2.8507142066955566,7.361839294433594,2.207853078842163,False,True,False,False,-7.666,True,False
D_seed2029_final_top10,CCCCC(C=O)N(C(=O)OC(C)(C)C)c1ccc(C(=O)N(C)C)cc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2029,10,0.7699643969535828,2.848151206970215,6.237033843994141,3.1491047763824462,False,True,True,False,-6.898,True,False
D_seed2030_final_top1,COC(=O)C(Cc1ccccc1)N(CCc1ccccc1)C(=O)CCC(=O)O,D,Reflection-guided LLM GA,group_d_llm_iterative,2030,1,0.9999513626098632,3.139059543609619,5.508672714233398,3.639035224914551,True,True,True,True,-8.073,True,True
D_seed2030_final_top2,COC(=O)C12NC(=O)C3C(C(=O)O)N(C(=O)N31)C2c1ccccc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2030,2,0.9990434050559998,3.114098072052002,5.1639404296875,3.613619804382324,True,True,True,True,-7.957,True,True
D_seed2030_final_top3,COC(=O)C(Cc1ccccc1)(NC(=O)CCC(=O)O)N1CC(C=O)CC1=O,D,Reflection-guided LLM GA,group_d_llm_iterative,2030,3,0.9999704360961914,3.0550429821014404,5.751447677612305,3.555028200149536,True,True,True,True,-7.369,True,True
D_seed2030_final_top4,CCCCC(C=O)N(C(=O)CCC(=O)O)C(Cc1ccccc1)C(=O)OC,D,Reflection-guided LLM GA,group_d_llm_iterative,2030,4,0.9999831914901732,2.986061811447144,5.4668145179748535,3.486053466796875,True,True,True,True,-6.898,True,True
D_seed2030_final_top5,COC(=O)C(Cc1ccccc1)N(CCC(C)(C)C)C(=O)CCC(=O)O,D,Reflection-guided LLM GA,group_d_llm_iterative,2030,5,0.9999327659606934,2.9818294048309326,5.917802810668945,3.48179578781128,True,True,True,True,-7.156,True,True
D_seed2030_final_top6,CCCCC(c1ccccc1)N(C(=O)CCC(=O)O)C(Cc1ccccc1)C(=O)OC,D,Reflection-guided LLM GA,group_d_llm_iterative,2030,6,0.9999167919158936,2.966766834259033,5.663837909698486,3.406725349426269,True,True,True,True,-7.549,True,True
D_seed2030_final_top7,COC(=O)C(Cc1ccccc1)N(CC(Cc1ccccc1)c1ccccc1)C(=O)CCC(=O)O,D,Reflection-guided LLM GA,group_d_llm_iterative,2030,7,0.9993830919265748,2.762263298034668,6.599329471588135,3.2019547843933105,True,True,True,True,-7.82,True,True
D_seed2030_final_top8,COC(=O)C1C(c2ccccc2)c2c(NC(=O)c3ccc(OC)cc3)n(C)c(=O)n1c2=O,D,Reflection-guided LLM GA,group_d_llm_iterative,2030,8,0.9590612053871156,2.7514302730560303,6.743940830230713,3.2309608459472656,True,True,True,True,-8.529,True,True
D_seed2030_final_top9,COC(=O)C1(Cc2ccccc2)NC(=O)C(CC(=O)O)N1C(=O)C(N)CC(=O)O,D,Reflection-guided LLM GA,group_d_llm_iterative,2030,9,0.9999791383743286,2.7233006954193115,4.860604763031006,3.223290205001831,True,True,True,True,-7.213,True,True
D_seed2030_final_top10,COC(=O)CCc1ccc(OC(=O)C2CCCN2C(=O)CCC(=O)O)cc1,D,Reflection-guided LLM GA,group_d_llm_iterative,2030,10,0.9999465942382812,2.685457229614258,5.416647911071777,3.1854305267333984,True,True,True,True,-7.245,True,True
