generation,evaluations,elapsed_time_sec,mean_score,best_score,best_score_so_far,top10_mean_score,mean_pred_logsw,mean_pred_logsw_clipped,best_pred_logsw,best_pred_logsw_so_far,top10_mean_pred_logsw,mean_p_sweet,best_p_sweet,mean_d_ood,best_d_ood,mean_docking_score,best_docking_score,mean_gated_base_score,best_gated_base_score,success_count,success_rate,no_improve,method,seed
1,30,0.2763423919677734,7.623751640319824,9.299211502075195,9.299211502075195,8.884777069091797,1.884840488433838,1.884840488433838,1.840245604515076,1.840245604515076,2.0396695137023926,0.8013492226600647,0.9980766773223876,5.248062610626221,5.902712821960449,7.623751640319824,9.299211502075195,2.159276247024536,2.339283943176269,0,0.0,0,Docking predictor only,2026
2,60,0.337062120437622,8.839908599853516,9.431245803833008,9.431245803833008,9.311053276062012,2.0375189781188965,2.0375189781188965,2.536355972290039,2.536355972290039,2.145841360092163,0.8661466240882874,0.9997571110725404,5.732737064361572,5.914039134979248,8.839908599853516,9.431245803833008,2.392407178878784,3.0362346172332764,0,0.0,0,Docking predictor only,2026
3,90,0.3924987316131592,9.306695938110352,9.865792274475098,9.865792274475098,9.465232849121094,2.267158508300781,2.267158508300781,2.0750575065612797,2.536355972290039,2.25455093383789,0.9069983959197998,0.9999663829803468,6.256726741790772,5.312035083770752,9.306695938110352,9.865792274475098,2.677722215652466,2.575040817260742,0,0.0,0,Docking predictor only,2026
4,120,0.4616446495056152,9.473422050476074,9.970781326293944,9.970781326293944,9.690457344055176,2.2444381713867188,2.2444381713867188,2.2749099731445312,2.536355972290039,2.314542531967163,0.9131942391395568,0.999958038330078,6.015491008758545,5.296839237213135,9.473422050476074,9.970781326293944,2.651545286178589,2.7748889923095703,0,0.0,0,Docking predictor only,2026
5,150,0.5281295776367188,9.7196683883667,10.016521453857422,10.016521453857422,9.93803882598877,2.329942464828491,2.329942464828491,2.242201566696167,2.536355972290039,2.148323535919189,0.9974661469459534,0.9999630451202391,5.567088127136231,5.311355113983154,9.7196683883667,10.016521453857422,2.8286757469177246,2.742183208465576,0,0.0,0,Docking predictor only,2026
6,180,0.5988824367523193,9.913019180297852,10.123574256896973,10.123574256896973,10.045483589172363,2.1782734394073486,2.1782734394073486,1.9282848834991453,2.536355972290039,2.215707778930664,0.999734103679657,0.9999370574951172,5.376670837402344,5.371108055114746,9.913019180297852,10.123574256896973,2.678140163421631,2.428253412246704,0,0.0,0,Docking predictor only,2026
7,210,0.6643364429473877,10.02259922027588,10.230359077453612,10.230359077453612,10.129164695739746,2.212256908416748,2.212256908416748,2.2553927898406982,2.536355972290039,2.2321224212646484,0.9999399185180664,0.9999735355377196,5.377892017364502,5.343552589416504,10.02259922027588,10.230359077453612,2.712226629257202,2.755379676818848,0,0.0,0,Docking predictor only,2026
8,240,0.7314038276672363,10.1064453125,10.321578025817873,10.321578025817873,10.225263595581056,2.2118613719940186,2.2118613719940186,2.2989954948425293,2.536355972290039,2.176727771759033,0.99993896484375,0.9999748468399048,5.376554489135742,5.355353832244873,10.1064453125,10.321578025817873,2.7118308544158936,2.798982858657837,0,0.0,0,Docking predictor only,2026
9,270,0.7963409423828125,10.185226440429688,10.3395357131958,10.3395357131958,10.276009559631348,2.210814476013184,2.210814476013184,2.333556652069092,2.536355972290039,2.282432079315185,0.9999441504478456,0.9999754428863524,5.372684001922607,5.389953136444092,10.185226440429688,10.3395357131958,2.7107863426208496,2.8335442543029785,0,0.0,0,Docking predictor only,2026
10,300,0.8590576648712158,10.221325874328612,10.47482204437256,10.47482204437256,10.320467948913574,2.2526838779449463,2.2526838779449463,2.3649535179138184,2.536355972290039,2.2920284271240234,0.99995356798172,0.9999687671661376,5.361765861511231,5.431001663208008,10.221325874328612,10.47482204437256,2.752660036087036,2.8649377822875977,0,0.0,0,Docking predictor only,2026
11,330,0.920013427734375,10.297928810119627,10.47482204437256,10.47482204437256,10.38186264038086,2.296074628829956,2.296074628829956,2.3649535179138184,2.536355972290039,2.298022747039795,0.9999629855155944,0.9999687671661376,5.380851268768311,5.431001663208008,10.297928810119627,10.47482204437256,2.796056032180786,2.8649377822875977,0,0.0,1,Docking predictor only,2026
12,360,0.9863615036010742,10.374731063842772,10.608115196228027,10.608115196228027,10.483081817626951,2.2929012775421143,2.2929012775421143,2.398965358734131,2.536355972290039,2.344451904296875,0.9999685883522034,0.9999581575393676,5.384609699249268,5.579220771789551,10.374731063842772,10.608115196228027,2.7928857803344727,2.89894437789917,0,0.0,0,Docking predictor only,2026
1,30,0.2657763957977295,7.623751640319824,9.299211502075195,9.299211502075195,8.884777069091797,1.8848406076431277,1.8848406076431277,1.840245604515076,1.840245604515076,2.0396695137023926,0.8013491034507751,0.9980766773223876,5.248062133789063,5.902712821960449,7.623751640319824,9.299211502075195,2.159276247024536,2.339283943176269,0,0.0,0,Docking predictor only,2027
2,60,0.3305420875549316,8.80311107635498,9.360197067260742,9.360197067260742,9.276865005493164,2.0677802562713623,2.0677802562713623,2.4435818195343018,2.4435818195343018,2.190682172775269,0.931437611579895,0.9997952580451964,5.794740676879883,6.536881446838379,8.80311107635498,9.360197067260742,2.5064585208892822,2.943479537963867,0,0.0,0,Docking predictor only,2027
3,90,0.3895983695983886,9.32020378112793,9.785848617553713,9.785848617553713,9.479439735412598,2.234577178955078,2.234577178955078,2.5806381702423096,2.5806381702423096,2.3513875007629395,0.8005295395851135,0.5309260487556458,6.324846267700195,6.524044036865234,9.32020378112793,9.785848617553713,2.512557029724121,2.550842046737671,0,0.0,0,Docking predictor only,2027
4,120,0.448291540145874,9.48890781402588,9.790268898010254,9.790268898010254,9.67363739013672,2.400787115097046,2.400787115097046,2.534041166305542,2.5806381702423096,2.545058012008667,0.7098872065544128,0.576619565486908,6.359940528869629,6.501125335693359,9.48890781402588,9.790268898010254,2.582101583480835,2.5636465549468994,0,0.0,0,Docking predictor only,2027
5,150,0.5145013332366943,9.667141914367676,9.994041442871094,9.994041442871094,9.842950820922852,2.4872472286224365,2.4872472286224365,2.649794101715088,2.649794101715088,2.592073917388916,0.7202109098434448,0.8061730861663818,6.440378189086914,6.299986839294434,9.667141914367676,9.994041442871094,2.685304880142212,2.9778192043304443,0,0.0,0,Docking predictor only,2027
6,180,0.5808491706848145,9.821913719177246,10.030065536499023,10.030065536499023,9.922918319702148,2.5895543098449707,2.5895543098449707,2.6370692253112797,2.649794101715088,2.6213865280151367,0.6496676206588745,0.7210174798965454,6.3762078285217285,6.328114986419678,9.821913719177246,10.030065536499023,2.7114579677581787,2.8543918132781982,0,0.0,0,Docking predictor only,2027
7,210,0.6460385322570801,9.917173385620115,10.165045738220217,10.165045738220217,10.044413566589355,2.6032519340515137,2.6032519340515137,2.6442794799804688,2.649794101715088,2.6262831687927246,0.73139488697052,0.6283584237098694,6.378097534179688,6.286579132080078,9.917173385620115,10.165045738220217,2.830679178237915,2.741145372390747,0,0.0,0,Docking predictor only,2027
8,240,0.7061882019042969,10.018946647644045,10.263944625854492,10.263944625854492,10.136907577514648,2.627646446228028,2.627646446228028,2.5791752338409424,2.649794101715088,2.6330432891845703,0.72956782579422,0.9893800616264344,6.3593058586120605,6.455995082855225,10.018946647644045,10.263944625854492,2.849822759628296,3.0738651752471924,0,0.0,0,Docking predictor only,2027
9,270,0.7720682621002197,10.152019500732422,10.384746551513672,10.384746551513672,10.239910125732422,2.633474588394165,2.633474588394165,2.536200523376465,2.649794101715088,2.6128408908843994,0.7183095812797546,0.9929764866828918,6.351150035858154,6.523091793060303,10.152019500732422,10.384746551513672,2.837273359298706,3.032688856124878,0,0.0,0,Docking predictor only,2027
10,300,0.8285655975341797,10.227666854858398,10.488295555114746,10.488295555114746,10.324267387390137,2.628174304962158,2.628174304962158,2.694434404373169,2.694434404373169,2.61796236038208,0.7320782542228699,0.5335147380828857,6.367905139923096,6.335131645202637,10.227666854858398,10.488295555114746,2.843074321746826,2.668003559112549,0,0.0,0,Docking predictor only,2027
11,330,0.8948252201080322,10.321412086486816,10.488295555114746,10.488295555114746,10.41938591003418,2.631317138671875,2.631317138671875,2.694434404373169,2.694434404373169,2.6319494247436523,0.6880980134010315,0.5335147380828857,6.388254642486572,6.335131645202637,10.321412086486816,10.488295555114746,2.7920522689819336,2.668003559112549,0,0.0,1,Docking predictor only,2027
12,360,0.9608557224273682,10.387595176696776,10.61294651031494,10.61294651031494,10.488846778869627,2.624502658843994,2.624502658843994,2.6153106689453125,2.694434404373169,2.6387720108032227,0.5972766280174255,0.7759285569190979,6.410481929779053,6.325698852539063,10.387595176696776,10.61294651031494,2.669647216796875,2.904017686843872,0,0.0,0,Docking predictor only,2027
1,30,0.2616934776306152,7.623751640319824,9.299211502075195,9.299211502075195,8.884777069091797,1.884840488433838,1.884840488433838,1.840245604515076,1.840245604515076,2.0396695137023926,0.8013492822647095,0.9980766773223876,5.248062610626221,5.902712821960449,7.623751640319824,9.299211502075195,2.1592764854431152,2.339283943176269,0,0.0,0,Docking predictor only,2028
2,60,0.3220448493957519,8.60412311553955,9.423998832702637,9.423998832702637,9.28826141357422,2.240297079086304,2.240297079086304,1.8274608850479128,1.840245604515076,2.2205841541290283,0.863524317741394,0.99796462059021,5.799993515014648,5.880233287811279,8.60412311553955,9.423998832702637,2.590388774871826,2.3264431953430176,0,0.0,0,Docking predictor only,2028
3,90,0.3774471282958984,9.13845443725586,9.472963333129885,9.472963333129885,9.386110305786133,2.289725542068481,2.289725542068481,1.968510985374451,1.968510985374451,2.147966861724853,0.8341479897499084,0.9980548620224,6.23115873336792,5.950421333312988,9.13845443725586,9.472963333129885,2.6091017723083496,2.467538356781006,0,0.0,0,Docking predictor only,2028
4,120,0.4437088966369629,9.488393783569336,10.028629302978516,10.028629302978516,9.696218490600586,2.172194719314575,2.172194719314575,2.359458446502685,2.359458446502685,2.2631871700286865,0.9293583631515504,0.9970644116401672,6.190933704376221,5.820064067840576,9.488393783569336,10.028629302978516,2.5996410846710205,2.8579907417297363,0,0.0,0,Docking predictor only,2028
5,150,0.5088701248168945,9.636855125427246,10.037897109985352,10.037897109985352,9.842666625976562,2.2994015216827397,2.2994015216827397,2.346238374710083,2.359458446502685,2.353792905807495,0.9629840850830078,0.9972660541534424,6.107598781585693,5.859838485717773,9.636855125427246,10.037897109985352,2.77209210395813,2.8448715209960938,0,0.0,0,Docking predictor only,2028
6,180,0.5721437931060791,9.826383590698242,10.260290145874023,10.260290145874023,10.054964065551758,2.4017980098724365,2.4017980098724365,2.32309627532959,2.359458446502685,2.373699426651001,0.968529462814331,0.9864411950111388,6.018160820007324,5.9526872634887695,9.826383590698242,10.260290145874023,2.8794960975646973,2.816316843032837,0,0.0,0,Docking predictor only,2028
7,210,0.637035608291626,10.059039115905762,10.463459968566896,10.463459968566896,10.242149353027344,2.3792731761932373,2.3792731761932373,2.365173816680908,2.365173816680908,2.355881690979004,0.9868307709693908,0.9855798482894896,5.957701683044434,5.886263370513916,10.059039115905762,10.463459968566896,2.872229814529419,2.857963800430298,0,0.0,0,Docking predictor only,2028
8,240,0.6903934478759766,10.218466758728027,10.463459968566896,10.463459968566896,10.372501373291016,2.319194793701172,2.319194793701172,2.365173816680908,2.365173816680908,2.3380844593048096,0.9922202229499816,0.9855798482894896,5.865408420562744,5.886263370513916,10.218466758728027,10.463459968566896,2.8153042793273926,2.857963800430298,0,0.0,1,Docking predictor only,2028
9,270,0.7531914710998535,10.350316047668455,10.580687522888184,10.580687522888184,10.462526321411133,2.333810329437256,2.333810329437256,2.3247852325439453,2.365173816680908,2.354421615600586,0.9924702048301696,0.9961121678352356,5.864789962768555,5.664814472198486,10.350316047668455,10.580687522888184,2.830045223236084,2.8228414058685303,0,0.0,0,Docking predictor only,2028
10,300,0.8115122318267822,10.437996864318848,10.688923835754396,10.688923835754396,10.55821418762207,2.32043194770813,2.32043194770813,2.27421236038208,2.365173816680908,2.326287269592285,0.993519127368927,0.995872676372528,5.802939414978027,5.6736273765563965,10.437996864318848,10.688923835754396,2.8171916007995605,2.772148609161377,0,0.0,0,Docking predictor only,2028
11,330,0.8664283752441406,10.521928787231444,10.70254611968994,10.70254611968994,10.655963897705078,2.3222548961639404,2.3222548961639404,2.3008060455322266,2.365173816680908,2.314329147338867,0.9934966564178468,0.9964879751205444,5.745871543884277,5.682060718536377,10.521928787231444,10.70254611968994,2.8190035820007324,2.799050092697144,0,0.0,0,Docking predictor only,2028
12,360,0.9315354824066162,10.64634609222412,10.810508728027344,10.810508728027344,10.74979019165039,2.308905124664306,2.308905124664306,2.264756441116333,2.365173816680908,2.3023924827575684,0.994696855545044,0.9927160143852234,5.693769931793213,5.710615158081055,10.64634609222412,10.810508728027344,2.8062539100646973,2.761114358901977,0,0.0,0,Docking predictor only,2028
1,30,0.2554366588592529,7.623751163482666,9.299211502075195,9.299211502075195,8.884777069091797,1.884840488433838,1.884840488433838,1.840245604515076,1.840245604515076,2.0396695137023926,0.8013492226600647,0.9980766773223876,5.248062133789063,5.902712821960449,7.623751163482666,9.299211502075195,2.159276247024536,2.339283943176269,0,0.0,0,Docking predictor only,2029
2,60,0.3198626041412353,8.620251655578613,9.38070011138916,9.38070011138916,9.303226470947266,2.0945241451263428,2.0945241451263428,2.479970216751098,2.479970216751098,2.2234835624694824,0.8939383029937744,0.9997615218162536,5.677969932556152,6.474337577819824,8.620251655578613,9.38070011138916,2.477080821990967,2.979851007461548,0,0.0,0,Docking predictor only,2029
3,90,0.3792917728424072,9.152121543884276,9.73552131652832,9.73552131652832,9.480483055114746,2.1855504512786865,2.1855504512786865,2.6276497840881348,2.6276497840881348,2.3977417945861816,0.8206102252006531,0.8319910764694214,6.386748790740967,5.959678649902344,9.152121543884276,9.73552131652832,2.485440969467163,2.9892382621765137,0,0.0,0,Docking predictor only,2029
4,120,0.4449565410614013,9.395440101623535,9.831619262695312,9.831619262695312,9.636802673339844,2.3884694576263428,2.3884694576263428,2.6409828662872314,2.6409828662872314,2.3953330516815186,0.7628353238105774,0.8472222685813904,6.598729133605957,5.99716854095459,9.395440101623535,9.831619262695312,2.622775793075561,3.022371768951416,0,0.0,0,Docking predictor only,2029
5,150,0.5068631172180176,9.62380599975586,10.085372924804688,10.085372924804688,9.825958251953123,2.3962278366088867,2.3962278366088867,2.6454274654388428,2.6454274654388428,2.5033531188964844,0.842194676399231,0.9838233590126038,6.262746334075928,5.618988990783691,9.62380599975586,10.085372924804688,2.723886251449585,3.1373391151428223,0,0.0,0,Docking predictor only,2029
6,180,0.562373161315918,9.812386512756348,10.107778549194336,10.107778549194336,9.997028350830078,2.460883617401123,2.460883617401123,2.3339431285858154,2.6454274654388428,2.480092287063598,0.8902740478515625,0.9980936646461488,5.972455024719238,5.400125503540039,9.812386512756348,10.107778549194336,2.858293056488037,2.8329899311065674,0,0.0,0,Docking predictor only,2029
7,210,0.6272013187408447,9.990517616271973,10.23324489593506,10.23324489593506,10.128244400024414,2.4897749423980717,2.4897749423980717,2.668113946914673,2.668113946914673,2.5562169551849365,0.9502645134925842,0.8300046324729919,5.737733364105225,6.01662540435791,9.990517616271973,10.23324489593506,2.9484751224517822,3.0271201133728027,0,0.0,0,Docking predictor only,2029
8,240,0.6908018589019775,10.119691848754885,10.40963649749756,10.40963649749756,10.235857009887695,2.5634357929229736,2.5634357929229736,2.672504425048828,2.672504425048828,2.6428163051605225,0.9534716010093688,0.9928231239318848,5.717482566833496,5.658094882965088,10.119691848754885,10.40963649749756,3.028942584991455,3.1689159870147705,0,0.0,0,Docking predictor only,2029
9,270,0.7603466510772705,10.245884895324709,10.514490127563477,10.514490127563477,10.37062931060791,2.6318016052246094,2.6318016052246094,2.623551607131958,2.672504425048828,2.6606502532958984,0.9140790700912476,0.9929492473602296,5.842928409576416,5.654666900634766,10.245884895324709,10.514490127563477,3.0605063438415527,3.120026111602783,0,0.0,0,Docking predictor only,2029
10,300,0.8273193836212158,10.331337928771973,10.582908630371094,10.582908630371094,10.44726276397705,2.650832176208496,2.650832176208496,2.561396837234497,2.672504425048828,2.6459193229675293,0.947488009929657,0.9962528944015504,5.822227954864502,5.677696228027344,10.331337928771973,10.582908630371094,3.1131491661071777,3.059523344039917,0,0.0,0,Docking predictor only,2029
11,330,0.8926002979278564,10.420927047729492,10.595067977905272,10.595067977905272,10.523576736450195,2.6470818519592285,2.6470818519592285,2.573559284210205,2.672504425048828,2.623053789138794,0.9769780039787292,0.9970537424087524,5.782127857208252,5.739387035369873,10.420927047729492,10.595067977905272,3.132824420928955,3.0720860958099365,0,0.0,0,Docking predictor only,2029
12,360,0.953261137008667,10.512070655822754,10.771235466003418,10.771235466003418,10.622135162353516,2.6206672191619877,2.6206672191619877,2.564720869064331,2.672504425048828,2.584258794784546,0.9905720949172974,0.9929022192955016,5.756158828735352,5.6289472579956055,10.512070655822754,10.771235466003418,3.115952968597412,3.0611720085144043,0,0.0,0,Docking predictor only,2029
1,30,0.2719988822937011,7.623751640319824,9.299211502075195,9.299211502075195,8.884777069091797,1.884840488433838,1.884840488433838,1.840245604515076,1.840245604515076,2.0396695137023926,0.8013490438461304,0.9980766773223876,5.248063087463379,5.902712821960449,7.623751640319824,9.299211502075195,2.159276247024536,2.339283943176269,0,0.0,0,Docking predictor only,2030
2,60,0.3377926349639892,8.77462100982666,9.436659812927246,9.436659812927246,9.344499588012695,2.1765594482421875,2.1765594482421875,2.573981761932373,2.573981761932373,2.146083354949951,0.8975698351860046,0.999832272529602,5.745361804962158,5.651781558990479,8.77462100982666,9.436659812927246,2.5685858726501465,3.0738978385925293,0,0.0,0,Docking predictor only,2030
3,90,0.4052035808563232,9.301459312438965,9.765052795410156,9.765052795410156,9.501646995544434,2.1671621799468994,2.1671621799468994,2.515260696411133,2.573981761932373,2.324289321899414,0.9599661231040956,0.9999430179595948,5.882057189941406,5.506044864654541,9.301459312438965,9.765052795410156,2.6275453567504883,3.0152320861816406,0,0.0,0,Docking predictor only,2030
4,120,0.4666376113891601,9.52552604675293,9.7993803024292,9.7993803024292,9.69789695739746,2.2805323600769043,2.2805323600769043,2.248618602752685,2.573981761932373,2.391559362411499,0.9994460344314576,0.9998069405555724,5.64796781539917,5.4209489822387695,9.52552604675293,9.7993803024292,2.78025484085083,2.7485220432281494,0,0.0,0,Docking predictor only,2030
5,150,0.5293395519256592,9.679364204406738,9.805805206298828,9.805805206298828,9.784675598144531,2.363638639450073,2.363638639450073,2.398159503936768,2.573981761932373,2.4106507301330566,0.9997844099998474,0.9999593496322632,5.530996322631836,5.349262714385986,9.679364204406738,9.805805206298828,2.86353087425232,2.898139238357544,0,0.0,0,Docking predictor only,2030
6,180,0.5993552207946777,9.77414894104004,9.955795288085938,9.955795288085938,9.859152793884276,2.3827145099639893,2.3827145099639893,2.336132764816284,2.573981761932373,2.421112537384033,0.9998890161514282,0.999832034111023,5.499814987182617,5.53673267364502,9.77414894104004,9.955795288085938,2.882659435272217,2.8360488414764404,0,0.0,0,Docking predictor only,2030
7,210,0.6618342399597168,9.867188453674316,10.059463500976562,10.059463500976562,9.966146469116213,2.4119505882263184,2.4119505882263184,2.6135659217834477,2.6135659217834477,2.440347671508789,0.9998635649681092,0.9999077320098876,5.515733242034912,5.509439468383789,9.867188453674316,10.059463500976562,2.911882162094116,3.1135196685791016,0,0.0,0,Docking predictor only,2030
8,240,0.7201719284057617,9.954516410827637,10.148059844970703,10.148059844970703,10.068861961364746,2.4355876445770264,2.4355876445770264,2.3429226875305176,2.6135659217834477,2.4250659942626958,0.999882996082306,0.9998181462287904,5.549386501312256,5.528658866882324,9.954516410827637,10.148059844970703,2.9355289936065674,2.84283185005188,0,0.0,0,Docking predictor only,2030
9,270,0.7861266136169434,10.045062065124512,10.199177742004396,10.199177742004396,10.122852325439451,2.4286468029022217,2.4286468029022217,2.552298784255981,2.6135659217834477,2.420985698699951,0.999855935573578,0.9999381303787231,5.535800457000732,5.6399335861206055,10.045062065124512,10.199177742004396,2.928574562072754,3.0522677898406982,0,0.0,0,Docking predictor only,2030
10,300,0.852999210357666,10.11925983428955,10.313151359558104,10.313151359558104,10.214292526245115,2.4171743392944336,2.4171743392944336,2.398669958114624,2.6135659217834477,2.457838535308838,0.9998457431793212,0.999832034111023,5.583034992218018,5.584503173828125,10.11925983428955,10.313151359558104,2.917097330093384,2.8985860347747803,0,0.0,0,Docking predictor only,2030
11,330,0.9230611324310304,10.154817581176758,10.324689865112305,10.324689865112305,10.257941246032717,2.480060577392578,2.480060577392578,2.541821956634521,2.6135659217834477,2.5146231651306152,0.9999001622200012,0.9999518394470216,5.634983539581299,5.758130073547363,10.154817581176758,10.324689865112305,2.980010509490967,3.041797876358032,0,0.0,0,Docking predictor only,2030
